# t_delta = 2(ps)
          # r (Angstrom)        Gs(r,t)_mean         Gs(r,t)_std
               2.77500000          0.00025919          0.00001787
               2.82500000          0.00022639          0.00001476
               2.87500000          0.00019147          0.00000961
               2.92500000          0.00017553          0.00001081
               2.97500000          0.00015694          0.00001354
               3.02500000          0.00013525          0.00001095
               3.07500000          0.00012139          0.00001089
               3.12500000          0.00010690          0.00000698
               3.17500000          0.00009296          0.00000295
               3.22500000          0.00008468          0.00001194
               3.27500000          0.00007326          0.00000761
               3.32500000          0.00006322          0.00000630
               3.37500000          0.00005889          0.00000543
               3.42500000          0.00005066          0.00000373
               3.47500000          0.00004633          0.00000705
               3.52500000          0.00004013          0.00000503
               3.57500000          0.00003390          0.00000663
               3.62500000          0.00002970          0.00000252
               3.67500000          0.00002708          0.00000451
               3.72500000          0.00002182          0.00000322
               3.77500000          0.00002119          0.00000187
               3.82500000          0.00001947          0.00000294
               3.87500000          0.00001626          0.00000202
               3.92500000          0.00001426          0.00000162
               3.97500000          0.00001202          0.00000138
               4.02500000          0.00001040          0.00000255
               4.07500000          0.00000952          0.00000159
               4.12500000          0.00000820          0.00000164
               4.17500000          0.00000758          0.00000139
               4.22500000          0.00000653          0.00000156
               4.27500000          0.00000621          0.00000096
               4.32500000          0.00000539          0.00000087
               4.37500000          0.00000461          0.00000141
               4.42500000          0.00000383          0.00000036
               4.47500000          0.00000341          0.00000053
               4.52500000          0.00000312          0.00000047
               4.57500000          0.00000252          0.00000117
               4.62500000          0.00000312          0.00000076
               4.67500000          0.00000210          0.00000044
               4.72500000          0.00000219          0.00000081
               4.77500000          0.00000156          0.00000057
               4.82500000          0.00000147          0.00000038
               4.87500000          0.00000128          0.00000026
               4.92500000          0.00000113          0.00000051
               4.97500000          0.00000123          0.00000034
               5.02500000          0.00000097          0.00000054
               5.07500000          0.00000104          0.00000068
               5.12500000          0.00000059          0.00000018
               5.17500000          0.00000064          0.00000041
               5.22500000          0.00000073          0.00000040
               5.27500000          0.00000069          0.00000042
               5.32500000          0.00000060          0.00000012
               5.37500000          0.00000031          0.00000021
               5.42500000          0.00000025          0.00000013
               5.47500000          0.00000012          0.00000009
               5.52500000          0.00000007          0.00000011
               5.57500000          0.00000031          0.00000014
               5.62500000          0.00000014          0.00000010
               5.67500000          0.00000012          0.00000000
               5.72500000          0.00000011          0.00000008
               5.77500000          0.00000018          0.00000017
               5.82500000          0.00000013          0.00000012
               5.87500000          0.00000009          0.00000009
               5.92500000          0.00000011          0.00000007
               5.97500000          0.00000006          0.00000006
               6.02500000          0.00000004          0.00000006
               6.07500000          0.00000006          0.00000006
               6.12500000          0.00000008          0.00000008
               6.17500000          0.00000008          0.00000008
               6.22500000          0.00000008          0.00000008
               6.27500000          0.00000009          0.00000012
               6.32500000          0.00000006          0.00000008
               6.37500000          0.00000004          0.00000008
               6.42500000          0.00000000          0.00000000
               6.47500000          0.00000004          0.00000008
               6.52500000          0.00000000          0.00000000
               6.57500000          0.00000000          0.00000000
               6.62500000          0.00000000          0.00000000
               6.67500000          0.00000000          0.00000000
               6.72500000          0.00000003          0.00000004
               6.77500000          0.00000002          0.00000004
               6.82500000          0.00000000          0.00000000
               6.87500000          0.00000000          0.00000000
               6.92500000          0.00000000          0.00000000
               6.97500000          0.00000000          0.00000000
               7.02500000          0.00000002          0.00000003
               7.07500000          0.00000000          0.00000000
               7.12500000          0.00000000          0.00000000
               7.17500000          0.00000001          0.00000003
               7.22500000          0.00000000          0.00000000
               7.27500000          0.00000001          0.00000003
               7.32500000          0.00000000          0.00000000
               7.37500000          0.00000000          0.00000000
               7.42500000          0.00000000          0.00000000
               7.47500000          0.00000000          0.00000000
               7.52500000          0.00000000          0.00000000
               7.57500000          0.00000000          0.00000000
               7.62500000          0.00000000          0.00000000
               7.67500000          0.00000000          0.00000000
               7.72500000          0.00000000          0.00000000
               7.77500000          0.00000000          0.00000000
               7.82500000          0.00000000          0.00000000
               7.87500000          0.00000000          0.00000000
               7.92500000          0.00000000          0.00000000
               7.97500000          0.00000000          0.00000000
               8.02500000          0.00000000          0.00000000
               8.07500000          0.00000000          0.00000000
               8.12500000          0.00000000          0.00000000
               8.17500000          0.00000000          0.00000000
               8.22500000          0.00000000          0.00000000
               8.27500000          0.00000000          0.00000000
               8.32500000          0.00000000          0.00000000
               8.37500000          0.00000000          0.00000000
               8.42500000          0.00000000          0.00000000
               8.47500000          0.00000000          0.00000000
               8.52500000          0.00000000          0.00000000
               8.57500000          0.00000000          0.00000000
               8.62500000          0.00000000          0.00000000
               8.67500000          0.00000000          0.00000000
               8.72500000          0.00000000          0.00000000
               8.77500000          0.00000000          0.00000000
               8.82500000          0.00000000          0.00000000
               8.87500000          0.00000000          0.00000000
               8.92500000          0.00000000          0.00000000
               8.97500000          0.00000000          0.00000000
               9.02500000          0.00000000          0.00000000
               9.07500000          0.00000000          0.00000000
               9.12500000          0.00000000          0.00000000
               9.17500000          0.00000000          0.00000000
               9.22500000          0.00000000          0.00000000
               9.27500000          0.00000000          0.00000000
               9.32500000          0.00000000          0.00000000
               9.37500000          0.00000000          0.00000000
               9.42500000          0.00000000          0.00000000
               9.47500000          0.00000000          0.00000000
               9.52500000          0.00000000          0.00000000
               9.57500000          0.00000000          0.00000000
               9.62500000          0.00000000          0.00000000
               9.67500000          0.00000000          0.00000000
               9.72500000          0.00000000          0.00000000
               9.77500000          0.00000000          0.00000000
               9.82500000          0.00000000          0.00000000
               9.87500000          0.00000000          0.00000000
               9.92500000          0.00000000          0.00000000
               9.97500000          0.00000000          0.00000000
              10.02500000          0.00000000          0.00000000
              10.07500000          0.00000000          0.00000000
              10.12500000          0.00000000          0.00000000
              10.17500000          0.00000000          0.00000000
              10.22500000          0.00000000          0.00000000
              10.27500000          0.00000000          0.00000000
              10.32500000          0.00000000          0.00000000
              10.37500000          0.00000000          0.00000000
              10.42500000          0.00000000          0.00000000
              10.47500000          0.00000000          0.00000000
              10.52500000          0.00000000          0.00000000
              10.57500000          0.00000000          0.00000000
              10.62500000          0.00000000          0.00000000
              10.67500000          0.00000000          0.00000000
              10.72500000          0.00000000          0.00000000
              10.77500000          0.00000000          0.00000000
              10.82500000          0.00000000          0.00000000
              10.87500000          0.00000000          0.00000000
              10.92500000          0.00000000          0.00000000
              10.97500000          0.00000000          0.00000000
              11.02500000          0.00000000          0.00000000
              11.07500000          0.00000000          0.00000000
              11.12500000          0.00000000          0.00000000
              11.17500000          0.00000000          0.00000000
              11.22500000          0.00000000          0.00000000
              11.27500000          0.00000000          0.00000000
              11.32500000          0.00000000          0.00000000
              11.37500000          0.00000000          0.00000000
              11.42500000          0.00000000          0.00000000
              11.47500000          0.00000000          0.00000000
              11.52500000          0.00000000          0.00000000
              11.57500000          0.00000000          0.00000000
              11.62500000          0.00000000          0.00000000
              11.67500000          0.00000000          0.00000000
              11.72500000          0.00000000          0.00000000
              11.77500000          0.00000000          0.00000000
              11.82500000          0.00000000          0.00000000
              11.87500000          0.00000000          0.00000000
              11.92500000          0.00000000          0.00000000
              11.97500000          0.00000000          0.00000000
              12.02500000          0.00000000          0.00000000
              12.07500000          0.00000000          0.00000000
              12.12500000          0.00000000          0.00000000
              12.17500000          0.00000000          0.00000000
              12.22500000          0.00000000          0.00000000
              12.27500000          0.00000000          0.00000000
              12.32500000          0.00000000          0.00000000
              12.37500000          0.00000000          0.00000000
              12.42500000          0.00000000          0.00000000
              12.47500000          0.00000000          0.00000000
              12.52500000          0.00000000          0.00000000
              12.57500000          0.00000000          0.00000000
              12.62500000          0.00000000          0.00000000
              12.67500000          0.00000000          0.00000000
              12.72500000          0.00000000          0.00000000
              12.77500000          0.00000000          0.00000000
              12.82500000          0.00000000          0.00000000
              12.87500000          0.00000000          0.00000000
              12.92500000          0.00000000          0.00000000
              12.97500000          0.00000000          0.00000000
              13.02500000          0.00000000          0.00000000
              13.07500000          0.00000000          0.00000000
              13.12500000          0.00000000          0.00000000
              13.17500000          0.00000000          0.00000000
              13.22500000          0.00000000          0.00000000
              13.27500000          0.00000000          0.00000000
              13.32500000          0.00000000          0.00000000
              13.37500000          0.00000000          0.00000000
              13.42500000          0.00000000          0.00000000
              13.47500000          0.00000000          0.00000000
              13.52500000          0.00000000          0.00000000
              13.57500000          0.00000000          0.00000000
              13.62500000          0.00000000          0.00000000
              13.67500000          0.00000000          0.00000000
              13.72500000          0.00000000          0.00000000
              13.77500000          0.00000000          0.00000000
              13.82500000          0.00000000          0.00000000
              13.87500000          0.00000000          0.00000000
              13.92500000          0.00000000          0.00000000
              13.97500000          0.00000000          0.00000000
              14.02500000          0.00000000          0.00000000
              14.07500000          0.00000000          0.00000000
              14.12500000          0.00000000          0.00000000
              14.17500000          0.00000000          0.00000000
              14.22500000          0.00000000          0.00000000
              14.27500000          0.00000000          0.00000000
              14.32500000          0.00000000          0.00000000
              14.37500000          0.00000000          0.00000000
              14.42500000          0.00000000          0.00000000
              14.47500000          0.00000000          0.00000000
              14.52500000          0.00000000          0.00000000
              14.57500000          0.00000000          0.00000000
              14.62500000          0.00000000          0.00000000
              14.67500000          0.00000000          0.00000000
              14.72500000          0.00000000          0.00000000
              14.77500000          0.00000000          0.00000000
              14.82500000          0.00000000          0.00000000
              14.87500000          0.00000000          0.00000000
              14.92500000          0.00000000          0.00000000
              14.97500000          0.00000000          0.00000000
              15.02500000          0.00000000          0.00000000
              15.07500000          0.00000000          0.00000000
              15.12500000          0.00000000          0.00000000
              15.17500000          0.00000000          0.00000000
              15.22500000          0.00000000          0.00000000
              15.27500000          0.00000000          0.00000000
              15.32500000          0.00000000          0.00000000
              15.37500000          0.00000000          0.00000000
              15.42500000          0.00000000          0.00000000
              15.47500000          0.00000000          0.00000000
              15.52500000          0.00000000          0.00000000
              15.57500000          0.00000000          0.00000000
              15.62500000          0.00000000          0.00000000
              15.67500000          0.00000000          0.00000000
              15.72500000          0.00000000          0.00000000
              15.77500000          0.00000000          0.00000000
              15.82500000          0.00000000          0.00000000
              15.87500000          0.00000000          0.00000000
              15.92500000          0.00000000          0.00000000
              15.97500000          0.00000000          0.00000000
              16.02500000          0.00000000          0.00000000
              16.07500000          0.00000000          0.00000000
              16.12500000          0.00000000          0.00000000
              16.17500000          0.00000000          0.00000000
              16.22500000          0.00000000          0.00000000
              16.27500000          0.00000000          0.00000000
              16.32500000          0.00000000          0.00000000
              16.37500000          0.00000000          0.00000000
              16.42500000          0.00000000          0.00000000
              16.47500000          0.00000000          0.00000000
              16.52500000          0.00000000          0.00000000
              16.57500000          0.00000000          0.00000000
              16.62500000          0.00000000          0.00000000
              16.67500000          0.00000000          0.00000000
              16.72500000          0.00000000          0.00000000
              16.77500000          0.00000000          0.00000000
              16.82500000          0.00000000          0.00000000
              16.87500000          0.00000000          0.00000000
              16.92500000          0.00000000          0.00000000
              16.97500000          0.00000000          0.00000000
              17.02500000          0.00000000          0.00000000
              17.07500000          0.00000000          0.00000000
              17.12500000          0.00000000          0.00000000
              17.17500000          0.00000000          0.00000000
              17.22500000          0.00000000          0.00000000
              17.27500000          0.00000000          0.00000000
              17.32500000          0.00000000          0.00000000
              17.37500000          0.00000000          0.00000000
              17.42500000          0.00000000          0.00000000
              17.47500000          0.00000000          0.00000000
              17.52500000          0.00000000          0.00000000
              17.57500000          0.00000000          0.00000000
              17.62500000          0.00000000          0.00000000
              17.67500000          0.00000000          0.00000000
              17.72500000          0.00000000          0.00000000
              17.77500000          0.00000000          0.00000000
              17.82500000          0.00000000          0.00000000
              17.87500000          0.00000000          0.00000000
              17.92500000          0.00000000          0.00000000
              17.97500000          0.00000000          0.00000000
              18.02500000          0.00000000          0.00000000
              18.07500000          0.00000000          0.00000000
              18.12500000          0.00000000          0.00000000
              18.17500000          0.00000000          0.00000000
              18.22500000          0.00000000          0.00000000
              18.27500000          0.00000000          0.00000000
              18.32500000          0.00000000          0.00000000
              18.37500000          0.00000000          0.00000000
              18.42500000          0.00000000          0.00000000
              18.47500000          0.00000000          0.00000000
              18.52500000          0.00000000          0.00000000
              18.57500000          0.00000000          0.00000000
              18.62500000          0.00000000          0.00000000
              18.67500000          0.00000000          0.00000000
              18.72500000          0.00000000          0.00000000
              18.77500000          0.00000000          0.00000000
              18.82500000          0.00000000          0.00000000
              18.87500000          0.00000000          0.00000000
              18.92500000          0.00000000          0.00000000
              18.97500000          0.00000000          0.00000000
              19.02500000          0.00000000          0.00000000
              19.07500000          0.00000000          0.00000000
              19.12500000          0.00000000          0.00000000
              19.17500000          0.00000000          0.00000000
              19.22500000          0.00000000          0.00000000
              19.27500000          0.00000000          0.00000000
              19.32500000          0.00000000          0.00000000
              19.37500000          0.00000000          0.00000000
              19.42500000          0.00000000          0.00000000
              19.47500000          0.00000000          0.00000000
              19.52500000          0.00000000          0.00000000
              19.57500000          0.00000000          0.00000000
              19.62500000          0.00000000          0.00000000
              19.67500000          0.00000000          0.00000000
              19.72500000          0.00000000          0.00000000
              19.77500000          0.00000000          0.00000000
              19.82500000          0.00000000          0.00000000
              19.87500000          0.00000000          0.00000000
              19.92500000          0.00000000          0.00000000
              19.97500000          0.00000000          0.00000000
              20.02500000          0.00000000          0.00000000
              20.07500000          0.00000000          0.00000000
              20.12500000          0.00000000          0.00000000
              20.17500000          0.00000000          0.00000000
              20.22500000          0.00000000          0.00000000
              20.27500000          0.00000000          0.00000000
              20.32500000          0.00000000          0.00000000
              20.37500000          0.00000000          0.00000000
              20.42500000          0.00000000          0.00000000
              20.47500000          0.00000000          0.00000000
              20.52500000          0.00000000          0.00000000
              20.57500000          0.00000000          0.00000000
              20.62500000          0.00000000          0.00000000
              20.67500000          0.00000000          0.00000000
              20.72500000          0.00000000          0.00000000
              20.77500000          0.00000000          0.00000000
              20.82500000          0.00000000          0.00000000
              20.87500000          0.00000000          0.00000000
              20.92500000          0.00000000          0.00000000
              20.97500000          0.00000000          0.00000000
              21.02500000          0.00000000          0.00000000
              21.07500000          0.00000000          0.00000000
              21.12500000          0.00000000          0.00000000
              21.17500000          0.00000000          0.00000000
              21.22500000          0.00000000          0.00000000
              21.27500000          0.00000000          0.00000000
              21.32500000          0.00000000          0.00000000
              21.37500000          0.00000000          0.00000000
              21.42500000          0.00000000          0.00000000
              21.47500000          0.00000000          0.00000000
              21.52500000          0.00000000          0.00000000
              21.57500000          0.00000000          0.00000000
              21.62500000          0.00000000          0.00000000
              21.67500000          0.00000000          0.00000000
              21.72500000          0.00000000          0.00000000
              21.77500000          0.00000000          0.00000000
              21.82500000          0.00000000          0.00000000
              21.87500000          0.00000000          0.00000000
              21.92500000          0.00000000          0.00000000
              21.97500000          0.00000000          0.00000000
 
 
# t_delta = 20(ps)
          # r (Angstrom)        Gs(r,t)_mean         Gs(r,t)_std
               0.02500000          0.51908636          0.04487898
               0.07500000          0.42789912          0.01552680
               0.12500000          0.41209690          0.00950912
               0.17500000          0.39645074          0.01163986
               0.22500000          0.37507372          0.00990683
               0.27500000          0.34882818          0.00930858
               0.32500000          0.32157787          0.00801218
               0.37500000          0.29208221          0.00779566
               0.42500000          0.26537234          0.00584453
               0.47500000          0.23785134          0.00563342
               0.52500000          0.20994563          0.00399781
               0.57500000          0.18556483          0.00422735
               0.62500000          0.16239905          0.00345108
               0.67500000          0.13952935          0.00311912
               0.72500000          0.12010887          0.00209131
               0.77500000          0.10329037          0.00139348
               0.82500000          0.08752289          0.00196665
               0.87500000          0.07525673          0.00130381
               0.92500000          0.06300310          0.00154426
               0.97500000          0.05338341          0.00085042
               1.02500000          0.04517931          0.00098959
               1.07500000          0.03794330          0.00057698
               1.12500000          0.03240789          0.00021104
               1.17500000          0.02720845          0.00046451
               1.22500000          0.02314697          0.00043606
               1.27500000          0.01952385          0.00036793
               1.32500000          0.01665071          0.00022847
               1.37500000          0.01427408          0.00005727
               1.42500000          0.01217011          0.00031994
               1.47500000          0.01061858          0.00019551
               1.52500000          0.00909701          0.00007233
               1.57500000          0.00794823          0.00018614
               1.62500000          0.00696154          0.00015737
               1.67500000          0.00600741          0.00008241
               1.72500000          0.00525105          0.00011388
               1.77500000          0.00472674          0.00013670
               1.82500000          0.00413713          0.00011236
               1.87500000          0.00373828          0.00010068
               1.92500000          0.00334374          0.00014102
               1.97500000          0.00295594          0.00012466
               2.02500000          0.00269474          0.00006893
               2.07500000          0.00242672          0.00008074
               2.12500000          0.00220277          0.00004967
               2.17500000          0.00199154          0.00006693
               2.22500000          0.00180686          0.00009041
               2.27500000          0.00168666          0.00006741
               2.32500000          0.00154349          0.00007613
               2.37500000          0.00142273          0.00007321
               2.42500000          0.00126966          0.00005999
               2.47500000          0.00116444          0.00004495
               2.52500000          0.00109216          0.00007040
               2.57500000          0.00101788          0.00006039
               2.62500000          0.00093533          0.00006738
               2.67500000          0.00087488          0.00004054
               2.72500000          0.00080221          0.00003415
               2.77500000          0.00074684          0.00003992
               2.82500000          0.00068911          0.00004642
               2.87500000          0.00064481          0.00004469
               2.92500000          0.00060426          0.00004101
               2.97500000          0.00055120          0.00001639
               3.02500000          0.00052689          0.00002816
               3.07500000          0.00048583          0.00002231
               3.12500000          0.00045164          0.00002754
               3.17500000          0.00042114          0.00002212
               3.22500000          0.00039454          0.00002156
               3.27500000          0.00036284          0.00002254
               3.32500000          0.00033727          0.00003023
               3.37500000          0.00031548          0.00002076
               3.42500000          0.00028828          0.00001983
               3.47500000          0.00027445          0.00001134
               3.52500000          0.00025608          0.00001807
               3.57500000          0.00023921          0.00001721
               3.62500000          0.00023112          0.00001872
               3.67500000          0.00020975          0.00001269
               3.72500000          0.00020107          0.00001152
               3.77500000          0.00018529          0.00001290
               3.82500000          0.00017221          0.00000939
               3.87500000          0.00016025          0.00001258
               3.92500000          0.00014771          0.00001444
               3.97500000          0.00014245          0.00001047
               4.02500000          0.00012688          0.00000994
               4.07500000          0.00011691          0.00001037
               4.12500000          0.00011263          0.00001221
               4.17500000          0.00010603          0.00000978
               4.22500000          0.00009904          0.00000868
               4.27500000          0.00009476          0.00000949
               4.32500000          0.00008439          0.00000849
               4.37500000          0.00007894          0.00001213
               4.42500000          0.00007084          0.00000244
               4.47500000          0.00006885          0.00000719
               4.52500000          0.00006173          0.00001030
               4.57500000          0.00006067          0.00000597
               4.62500000          0.00005238          0.00000447
               4.67500000          0.00005254          0.00000783
               4.72500000          0.00004625          0.00000724
               4.77500000          0.00004374          0.00000818
               4.82500000          0.00004245          0.00000719
               4.87500000          0.00003827          0.00000336
               4.92500000          0.00003545          0.00000395
               4.97500000          0.00003168          0.00000514
               5.02500000          0.00003007          0.00000418
               5.07500000          0.00002866          0.00000500
               5.12500000          0.00002656          0.00000635
               5.17500000          0.00002428          0.00000425
               5.22500000          0.00002038          0.00000376
               5.27500000          0.00002021          0.00000227
               5.32500000          0.00001944          0.00000377
               5.37500000          0.00001814          0.00000261
               5.42500000          0.00001628          0.00000331
               5.47500000          0.00001418          0.00000270
               5.52500000          0.00001476          0.00000343
               5.57500000          0.00001411          0.00000340
               5.62500000          0.00001151          0.00000297
               5.67500000          0.00001147          0.00000168
               5.72500000          0.00001040          0.00000149
               5.77500000          0.00000989          0.00000079
               5.82500000          0.00000863          0.00000165
               5.87500000          0.00000883          0.00000271
               5.92500000          0.00000777          0.00000181
               5.97500000          0.00000694          0.00000120
               6.02500000          0.00000687          0.00000221
               6.07500000          0.00000621          0.00000098
               6.12500000          0.00000635          0.00000108
               6.17500000          0.00000542          0.00000155
               6.22500000          0.00000492          0.00000124
               6.27500000          0.00000498          0.00000064
               6.32500000          0.00000460          0.00000119
               6.37500000          0.00000434          0.00000059
               6.42500000          0.00000377          0.00000125
               6.47500000          0.00000367          0.00000140
               6.52500000          0.00000363          0.00000137
               6.57500000          0.00000373          0.00000085
               6.62500000          0.00000349          0.00000098
               6.67500000          0.00000249          0.00000056
               6.72500000          0.00000274          0.00000159
               6.77500000          0.00000229          0.00000028
               6.82500000          0.00000206          0.00000084
               6.87500000          0.00000221          0.00000113
               6.92500000          0.00000189          0.00000057
               6.97500000          0.00000198          0.00000086
               7.02500000          0.00000180          0.00000071
               7.07500000          0.00000144          0.00000050
               7.12500000          0.00000175          0.00000064
               7.17500000          0.00000143          0.00000049
               7.22500000          0.00000161          0.00000038
               7.27500000          0.00000133          0.00000055
               7.32500000          0.00000118          0.00000051
               7.37500000          0.00000126          0.00000050
               7.42500000          0.00000090          0.00000043
               7.47500000          0.00000095          0.00000051
               7.52500000          0.00000082          0.00000043
               7.57500000          0.00000085          0.00000035
               7.62500000          0.00000079          0.00000035
               7.67500000          0.00000074          0.00000031
               7.72500000          0.00000055          0.00000037
               7.77500000          0.00000063          0.00000026
               7.82500000          0.00000053          0.00000028
               7.87500000          0.00000046          0.00000026
               7.92500000          0.00000055          0.00000018
               7.97500000          0.00000045          0.00000022
               8.02500000          0.00000034          0.00000008
               8.07500000          0.00000041          0.00000021
               8.12500000          0.00000026          0.00000016
               8.17500000          0.00000035          0.00000017
               8.22500000          0.00000022          0.00000012
               8.27500000          0.00000022          0.00000007
               8.32500000          0.00000033          0.00000013
               8.37500000          0.00000024          0.00000014
               8.42500000          0.00000029          0.00000012
               8.47500000          0.00000016          0.00000013
               8.52500000          0.00000016          0.00000007
               8.57500000          0.00000015          0.00000006
               8.62500000          0.00000015          0.00000012
               8.67500000          0.00000013          0.00000008
               8.72500000          0.00000018          0.00000007
               8.77500000          0.00000015          0.00000009
               8.82500000          0.00000018          0.00000013
               8.87500000          0.00000010          0.00000016
               8.92500000          0.00000014          0.00000012
               8.97500000          0.00000008          0.00000008
               9.02500000          0.00000012          0.00000008
               9.07500000          0.00000007          0.00000008
               9.12500000          0.00000009          0.00000007
               9.17500000          0.00000003          0.00000004
               9.22500000          0.00000004          0.00000008
               9.27500000          0.00000007          0.00000007
               9.32500000          0.00000007          0.00000007
               9.37500000          0.00000009          0.00000004
               9.42500000          0.00000004          0.00000003
               9.47500000          0.00000003          0.00000006
               9.52500000          0.00000004          0.00000004
               9.57500000          0.00000005          0.00000003
               9.62500000          0.00000004          0.00000004
               9.67500000          0.00000002          0.00000002
               9.72500000          0.00000006          0.00000006
               9.77500000          0.00000002          0.00000004
               9.82500000          0.00000004          0.00000005
               9.87500000          0.00000004          0.00000005
               9.92500000          0.00000000          0.00000000
               9.97500000          0.00000002          0.00000002
              10.02500000          0.00000001          0.00000002
              10.07500000          0.00000001          0.00000002
              10.12500000          0.00000000          0.00000000
              10.17500000          0.00000001          0.00000002
              10.22500000          0.00000003          0.00000003
              10.27500000          0.00000002          0.00000003
              10.32500000          0.00000001          0.00000002
              10.37500000          0.00000000          0.00000000
              10.42500000          0.00000001          0.00000002
              10.47500000          0.00000000          0.00000000
              10.52500000          0.00000001          0.00000002
              10.57500000          0.00000001          0.00000002
              10.62500000          0.00000000          0.00000000
              10.67500000          0.00000001          0.00000001
              10.72500000          0.00000000          0.00000000
              10.77500000          0.00000001          0.00000001
              10.82500000          0.00000000          0.00000000
              10.87500000          0.00000001          0.00000001
              10.92500000          0.00000001          0.00000001
              10.97500000          0.00000000          0.00000000
              11.02500000          0.00000001          0.00000001
              11.07500000          0.00000000          0.00000000
              11.12500000          0.00000000          0.00000000
              11.17500000          0.00000002          0.00000003
              11.22500000          0.00000002          0.00000003
              11.27500000          0.00000000          0.00000000
              11.32500000          0.00000000          0.00000000
              11.37500000          0.00000001          0.00000001
              11.42500000          0.00000001          0.00000001
              11.47500000          0.00000000          0.00000000
              11.52500000          0.00000000          0.00000000
              11.57500000          0.00000000          0.00000000
              11.62500000          0.00000001          0.00000001
              11.67500000          0.00000000          0.00000000
              11.72500000          0.00000000          0.00000000
              11.77500000          0.00000000          0.00000000
              11.82500000          0.00000000          0.00000000
              11.87500000          0.00000000          0.00000000
              11.92500000          0.00000000          0.00000000
              11.97500000          0.00000001          0.00000001
              12.02500000          0.00000000          0.00000000
              12.07500000          0.00000000          0.00000000
              12.12500000          0.00000000          0.00000000
              12.17500000          0.00000000          0.00000000
              12.22500000          0.00000000          0.00000000
              12.27500000          0.00000000          0.00000000
              12.32500000          0.00000000          0.00000000
              12.37500000          0.00000000          0.00000000
              12.42500000          0.00000000          0.00000000
              12.47500000          0.00000001          0.00000002
              12.52500000          0.00000000          0.00000000
              12.57500000          0.00000000          0.00000000
              12.62500000          0.00000000          0.00000000
              12.67500000          0.00000000          0.00000000
              12.72500000          0.00000000          0.00000000
              12.77500000          0.00000000          0.00000000
              12.82500000          0.00000000          0.00000000
              12.87500000          0.00000000          0.00000000
              12.92500000          0.00000000          0.00000000
              12.97500000          0.00000000          0.00000000
              13.02500000          0.00000000          0.00000000
              13.07500000          0.00000000          0.00000000
              13.12500000          0.00000000          0.00000000
              13.17500000          0.00000000          0.00000000
              13.22500000          0.00000000          0.00000000
              13.27500000          0.00000000          0.00000000
              13.32500000          0.00000000          0.00000000
              13.37500000          0.00000000          0.00000000
              13.42500000          0.00000000          0.00000000
              13.47500000          0.00000000          0.00000000
              13.52500000          0.00000000          0.00000000
              13.57500000          0.00000000          0.00000000
              13.62500000          0.00000000          0.00000000
              13.67500000          0.00000000          0.00000000
              13.72500000          0.00000000          0.00000000
              13.77500000          0.00000000          0.00000000
              13.82500000          0.00000000          0.00000001
              13.87500000          0.00000000          0.00000000
              13.92500000          0.00000000          0.00000000
              13.97500000          0.00000000          0.00000001
              14.02500000          0.00000000          0.00000000
              14.07500000          0.00000000          0.00000000
              14.12500000          0.00000000          0.00000000
              14.17500000          0.00000000          0.00000000
              14.22500000          0.00000000          0.00000000
              14.27500000          0.00000000          0.00000000
              14.32500000          0.00000000          0.00000000
              14.37500000          0.00000000          0.00000000
              14.42500000          0.00000000          0.00000000
